#header_line 1: command line used: mpirun -np 2 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0,1 -genv I_MPI_OFI_PROVIDER=mlx ./IMB-MPI1 PingPong -msglog 28
#header_line 2: list of nodes involved: ct1pg-gnode001
#header_line 3: (latency, bandwidth) computed by fitting data = (-110.94,4275.4)
#bytes,#repetitions,t[usec],Mbytes/sec,t[usec] computed,Mbytes/sec computed
0,1000,0.47,0.0,-110.94,-0.0
1,1000,0.48,2.09,-110.94,-0.01
2,1000,0.48,4.18,-110.94,-0.02
4,1000,0.48,8.39,-110.94,-0.04
8,1000,0.48,16.67,-110.94,-0.07
16,1000,0.48,33.43,-110.94,-0.14
32,1000,0.52,61.76,-110.94,-0.29
64,1000,0.51,126.37,-110.93,-0.58
128,1000,0.59,216.32,-110.91,-1.15
256,1000,0.63,403.86,-110.88,-2.31
512,1000,0.91,560.29,-110.82,-4.62
1024,1000,0.98,1045.79,-110.7,-9.25
2048,1000,1.12,1836.3,-110.46,-18.54
4096,1000,1.52,2690.05,-109.99,-37.24
8192,1000,2.11,3877.37,-109.03,-75.14
16384,1000,3.5,4680.57,-107.11,-152.96
32768,1000,5.36,6118.7,-103.28,-317.27
65536,640,9.26,7074.18,-95.62,-685.38
131072,320,15.34,8544.09,-80.29,-1632.48
262144,160,29.33,8936.51,-49.63,-5281.97
524288,80,67.13,7810.42,11.68,44887.67
1048576,40,132.35,7922.49,134.31,7807.13
2097152,20,259.19,8091.05,379.57,5525.07
4194304,10,512.38,8185.96,870.08,4820.6
8388608,5,1065.52,7872.78,1851.11,4531.66
16777216,2,2299.53,7295.94,3813.16,4399.82
33554432,1,7893.53,4250.88,7737.27,4336.73
67108864,1,15710.57,4271.57,15585.49,4305.86
134217728,1,31676.11,4237.19,31281.92,4290.58
268435456,1,62552.3,4291.38,62674.79,4282.99
